Customer Id,Loan Account Number,Upload Type,Party Name,Relationship,Notice Type,Notice Reference Number,Notice Date,WhatsApp Delivery Status,WhatsApp Delivery Date,SMS Delivery Status,SMS Delivery Date,Physical Delivery Status,Physical Delivery Date,Physical Tracking ID,TransactionId,Status,Remarks
"=""41174""","=""1667""","=""Create""","=""Party 2""","=""Self""","=""Demand Notice""","=""NREF17882664180432""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180432""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 3""","=""Self""","=""Demand Notice""","=""NREF17882664180433""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180433""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 4""","=""Self""","=""Demand Notice""","=""NREF17882664180434""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180434""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 5""","=""Self""","=""Demand Notice""","=""NREF17882664180435""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180435""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 6""","=""Self""","=""Demand Notice""","=""NREF17882664180436""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180436""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 7""","=""Self""","=""Demand Notice""","=""NREF17882664180437""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180437""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 8""","=""Self""","=""Demand Notice""","=""NREF17882664180438""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180438""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 9""","=""Self""","=""Demand Notice""","=""NREF17882664180439""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882664180439""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 10""","=""Self""","=""Demand Notice""","=""NREF178826641804310""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826641804310""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 11""","=""Self""","=""Demand Notice""","=""NREF178826641804311""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826641804311""","=""20260901181120427""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 12""","=""Self""","=""Demand Notice""","=""NREF178826641804312""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826641804312""","=""20260901181120427""",Success,
