Customer Id,Loan Account Number,Upload Type,Party Name,Relationship,Notice Type,Notice Reference Number,Notice Date,WhatsApp Delivery Status,WhatsApp Delivery Date,SMS Delivery Status,SMS Delivery Date,Physical Delivery Status,Physical Delivery Date,Physical Tracking ID,TransactionId,Status,Remarks
"=""41174""","=""1667""","=""Create""","=""Party 2""","=""Self""","=""Demand Notice""","=""NREF17882675767862""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767862""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 3""","=""Self""","=""Demand Notice""","=""NREF17882675767863""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767863""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 4""","=""Self""","=""Demand Notice""","=""NREF17882675767864""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767864""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 5""","=""Self""","=""Demand Notice""","=""NREF17882675767865""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767865""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 6""","=""Self""","=""Demand Notice""","=""NREF17882675767866""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767866""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 7""","=""Self""","=""Demand Notice""","=""NREF17882675767867""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767867""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 8""","=""Self""","=""Demand Notice""","=""NREF17882675767868""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767868""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 9""","=""Self""","=""Demand Notice""","=""NREF17882675767869""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882675767869""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 10""","=""Self""","=""Demand Notice""","=""NREF178826757678610""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678610""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 11""","=""Self""","=""Demand Notice""","=""NREF178826757678611""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678611""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 12""","=""Self""","=""Demand Notice""","=""NREF178826757678612""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678612""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 13""","=""Self""","=""Demand Notice""","=""NREF178826757678613""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678613""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 14""","=""Self""","=""Demand Notice""","=""NREF178826757678614""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678614""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 15""","=""Self""","=""Demand Notice""","=""NREF178826757678615""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678615""","=""20260901183039706""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 16""","=""Self""","=""Demand Notice""","=""NREF178826757678616""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826757678616""","=""20260901183039706""",Success,
