Customer Id,Loan Account Number,Upload Type,Party Name,Relationship,Notice Type,Notice Reference Number,Notice Date,WhatsApp Delivery Status,WhatsApp Delivery Date,SMS Delivery Status,SMS Delivery Date,Physical Delivery Status,Physical Delivery Date,Physical Tracking ID,TransactionId,Status,Remarks
"=""41174""","=""1667""","=""Create""","=""Party 2""","=""Self""","=""Demand Notice""","=""NREF17882674662932""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662932""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 3""","=""Self""","=""Demand Notice""","=""NREF17882674662933""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662933""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 4""","=""Self""","=""Demand Notice""","=""NREF17882674662934""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662934""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 5""","=""Self""","=""Demand Notice""","=""NREF17882674662935""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662935""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 6""","=""Self""","=""Demand Notice""","=""NREF17882674662936""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662936""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 7""","=""Self""","=""Demand Notice""","=""NREF17882674662937""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662937""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 8""","=""Self""","=""Demand Notice""","=""NREF17882674662938""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662938""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 9""","=""Self""","=""Demand Notice""","=""NREF17882674662939""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK17882674662939""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 10""","=""Self""","=""Demand Notice""","=""NREF178826746629310""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826746629310""","=""20260901182848103""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 11""","=""Self""","=""Demand Notice""","=""NREF178826746629311""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826746629311""","=""20260901182848103""",Success,
